Witch,Ведьма
Witch Feats,Способности ведьмы
Wizard,Волшебник
Wood,Дерево
Wooden Shield,Деревянный щит
Wounded,Ранен
Wraith,Рэйф
Wyrwood,Вирвуд
Xulgath,Зулгат
Zombie,Зомби
Zarzan Quilit,Зарзан Квилит
Meave the Enchantress,Меав Чародейка
Nazraz,Назраз
Gull Island,Остров Чайки
Magnimar,Магнимар
New Thassilon,Новый Тассилон
Thassilonian,Тассилонский
Bakrakhan,Бакракхан
Xin-Edasseril,Ксин-Эдассерил
Earthfall,Землепад
Quilit,Квилит
Meave,Меав
Zarzan,Зарзан
Thassilon,Тассилон
Xin,Ксин
Sewer Ooze,Канализационная Слизь
Ooze Mephit,Слизевой Мефит
Gelatinous Cube,Желатиновый Куб
Mephit,Мефит
PCs,ПИ
PC,ПИ
oozes,Слизей
Grayce,Грейс
Jakivi Rindix,Якиви Риндикс
Caliphas,Калифас
Andri,Андри
Arek Graghol,Арек Грагхол
Xanthus Shurgun,Ксантус Шургун
Eigil Jorgund,Эйгил Йоргунд
Kisaya Sitari,Кисая Ситари
Tar-Baphon,Тар-Бафон
Iomedae,Иомедэй
Arek,Арек
Xanthus,Ксантус
Eigil,Эйгил
Kisaya,Кисая
Tar,Тар
Graghol,Грагхол
Shurgun,Шургун
Jorgund,Йоргунд
Sitari,Ситари
Baphon,Бафон
Undead Soldiers,Нежить Солдаты
Skeleton Guards,Скелет Стражи
Zombie Brute,Зомби Громила
Soldier,Солдат
Skeletons,Скелеты
Guards,Стражи
Anthusis,Антусис
Silverscales Tournament,Турнир Серебристых Чешуек
Deka,Дека
Demed,Демед
Eleder,Эледер
Vidrian,Видриан
Desperation Bay,Залив Отчаяния
Smuggler Shiv,Остров Контрабандистов
Broad Captain Inn,Таверна Широкого Капитана
Linesnapper,Лайнснэппер
Charmed Crab,Очарованная Краб
Ancestries,Родословные
Heritages,Наследия
Backgrounds,Предыстории
Languages,Языки
Ability Boosts,Повышения Характеристик
Ability Flaws,Недостаток Характеристики
Traits,Признаки
Special Abilities,Особые Возможности
Ancestry Feats,Способности Родословной
Half-Elfs,Полуэльфы
Half-Orcs,Полуорки
Change Shape,Изменение формы
Vishkanya Venom,Яд вишканий
Versatile Heritages,Универсальные наследия
Many Ancestries,Разные родословные
Supernatural Origins,Сверхъестественные происхождения
Planar Scions,Планарные отпрыски
Shining Kingdoms,Сияющие Королевства
Absalom and Starstone Isle,Абсалом и остров Звездного камня
Old Cheliax,Старая Челия
Saga Lands,Земли Сказаний
Broken Lands,Разоренные Земли
Eye of Dread,Око Ужаса
Golden Road,Золотой Путь
High Seas,Открытое море
Impossible Lands,Невозможные Земли
Mwangi Expanse,Просторы Мванги
Abomination Vaults,Зловещие Катакомбы
Gatewalkers,Вратаходцы
Draconic,Драконий
Dwarven,Дварфийский
Elven,Эльфийский
Gnomish,Гномий
Jotun,Йотун
Orcish,Орочий
Sylvan,Сильван
Undercommon,Подземный
Abyssal,Бездны
Infernal,Инфернальный
Necril,Некрил
Shadowtongue,Теневой
Druidic,Друидский
Victory Points,Победные Очки
Subsystem,Подсистема
Reward,Награда
Influence,Влияние
Research,Изыскание
Chases,Погони
Chase,Погоня
Obstacle,Препятствие
Infiltration,Проникновение
Reputation,Репутация
Favors,Услуги
Disservices,Проступки
Reputations,Репутации
Duel,Дуэль
Duels,Дуэли
Combat Duels,Боевые дуэли
Spellcasting Duels,Заклинательские дуэли
Psychic Duels,Экстрасенсорные дуэли
Leadership,Лидерство
Hexploration,Гекследование
Vehicle,Транспорт
Piloting,Пилотирование
Elder Anlorgog,Старейшина Анлоргог
Elder Bo-Mel,Старейшина Бо-Мел
Elder Johedia,Старейшина Йохедия
Elder Ordwi,Старейшина Ордви
Anlorgog,Анлоргог
Bo-Mel,Бо-Мел
Johedia,Йохедия
Ordwi,Ордви
Santwi,Сантви
Dartanious,Дартаниус
Blanton,Блэнтон
Derro,Дерро
Sydri,Сидри
Knurr Ragnulf,Кнурр Рагнульф
Knurr,Кнурр
Ragnulf,Рагнульф
Elsie,Элси
Derrol Finnick,Деррол Финник
Derrol,Деррол
Finnick,Финник
Captain Perrios,Капитан Перриос
Perrios,Перриос
Janis,Янис
Lord Meitremar,Лорд Мейтремар
Meitremar,Мейтремар
Telsen,Телсен
Sacrifice Keepers,Жертвенные Хранители
Reefclaw,Рифокоготь
Haniver Gremlin,Гремлин Ханивер
Haniver,Ханивер
Vloriak,Влориак
Primordial Envy,Первородная Зависть
Sinsludges,Грехошламы
Kindred Crossing,Путь Родства
Iron Harbor,Железная Гавань
Fisher Point,Рыбацкий Пункт
Thunderhead Isle,Остров Громовой Головы
Stonehome,Каменный Дом
Gold Ruin,Руины Золота
The Swordfish,Меч-Рыба
Rusthenge,Растхендж
Theiltemar,Тейлтемар
boggards,Боггарды
Theiltemar crafters,Ремесленники Тейлтемара
Black Lake boggards,Боггарды Чёрного Озера
Dispater,Диспатер
Belimarius,Белимариус
Akatas,Акаты
Akata,Акат
Void Zombie,Пустозомби
Noqual,Ноквал
Dretch,Дретч
Dretches,Дретчи
Envyspawn,Завистоспаун
Clockwork Serpent Spy,Заводная Змея-Шпион
Droxur,Дроксур
Abrikandilu,Абрикандил
Clockwork Belimarius,Заводной Белимариус
Rustsworn Cultists,Культисты Ржавой Клятвы
Dero Stalkers,Деро-Охотники
Akata Husbandry,Разведение Акат
Ingot Storage,Склад Слитков
Smithy,Кузница
Secret Lab,Секретная Лаборатория
Temple of Xar-Azmak,Храм Ксар-Азмак
Grand Gallery,Грандиозная Галерея
Meitremar Quarters,Жилище Мейтремара
Despoiler Deep,Глубины Опустошителя
Darklands Landing,Предверие Тёмных Земель
Watchpost,Наблюдательный Пост
Dero Encampment,Лагерь Деро
Gurga,Гурга
Bolgus,Болгус
Durgon,Дургон
Larva,Личинка
Worship Chamber,Комната Поклонения
Boggards Home,Дом Боггардов
Alternate Domains,Альтернативные домены
Divine Intercession,Божественное вмешательство
Favored Weapon,Предпочитаемое оружие
Deities,Божества
Abadar,Абадар
Asmodeus,Асмодей
Calistria,Калистрия
Cayden Cailean,Кайдэн Кайлин
Desna,Дезна
Erastil,Эрастил
Gorum,Горум
Gozreh,Гозрей
Irori,Ирори
Lamashtu,Ламашту
Nethys,Нэфис
Norgorber,Норгорбер
Pharasma,Фаразма
Rovagug,Ровагуг
Sarenrae,Саренрэй
Shelyn,Шелин
Torag,Тораг
Urgathoa,Ургатоа
Zon-Kuthon,Зон-Кутон
Other Deities,Другие божества
Aakriti,Аакрити
Achaekek,Ачакек
Alseta,Альсета
Arazni,Аразни
Besmara,Бесмара
Brigh,Брай
Casandalee,Касандали
Chaldira,Чалдира
Ghlaunder,Глондер
Grandmother Spider,Бабушка Паучиха
Groetus,Гротус
Gruhastha,Грухаста
Hei Feng,Хэй Фэн
Kazutal,Казутал
Kurgess,Курджесс
Milani,Милани
Nivi Rhombodazzle,Ниви Ромбодазл
Nocticula,Ноктикула
Shizuru,Шицуру
Sivanah,Сивана
Tsukiyo,Цукио
Vineshvakhi,Винешвахи
Adanye,Аданьи
Ahriman,Ариман
Apsu,Апсу
Balumbdar,Балумбдар
Dahak,Дахак
Erecura,Эрикьюрэ
Followers of Fate,Последователи Судьбы
Gendowyn,Гендовин
Green Man,Зеленый Человек
Gyronna,Гиронна
Hanspur,Ханспур
Jaidi,Джайди
Kalekot,Калькот
Kitumu,Китуму
Lissala,Лиссала
Lubaiko,Любайко
Mazludeh,Мазлюдэ
Naderi,Надири
Ravithra,Равитра
Thamir,Тамир
Uvuko,Увуко
Walkena,Уокена
Ydersius,Идерсий
Zyphus,Зиф
Archdevils,Архидьяволы
Baalzebul,Вельзевул
Barbatos,Барбатос
Belial,Белиал
Geryon,Герион
Mammon,Маммон
Mephistopheles,Мефистофель
Moloch,Молох
Queens of the Night,Королевы Ночи
Ardad Lili,Ардад Лили
Doloras,Долорас
Eiseth,Эйсет
Mahathallah,Махатхалла
Demon Lords,Повелители демонов
Abraxas,Абраксас
Angazhan,Ангажан
Baphomet,Бафомет
Cyth-Vug,Сит-Ви-заг
Dagon,Дагон
Gogunta,Гогунта
Kabriri,Кабрири
Kostchtchie,Кощиччи
Nurgal,Нургал
Orcus,Оркус
Pazuzu,Пазузу
Shax,Шакс
Sifkesh,Сифкеш
Treerazer,Древотес
Zevgavizeb,Зевгавизеб
Zura,Зура
The Eldest,Старейшие
Count Ranalc,Граф Раналк
Imbrex,Имбрекс
Magdh,Магд
Ng,Энг
Ragadahn,Рагадан
Shyka,Шайка
The Green Mother,Зеленая Мать
The Lantern King,Король Фонарей
The Lost Prince,Потерянный Принц
Elemental Lords,Повелители стихий
Atreia,Атрея
Ayrzul,Айрзул
Hshurha,Шурха
Kelizandri,Келизандри
Lysianassa,Лисианасса
Ranginori,Рангинори
Sairazul,Сайразул
Ymeri,Имери
Empyreal Lords,Небесные владыки
Andoletta,Андолетта
Arshea,Аршей
Ashava,Ашава
Black Butterfly,Черная Бабочка
Cernunnos,Кернунн
Dammerich,Даммерих
Eritrice,Эритрайс
Falayna,Фалэйна
Halcamora,Халкамора
Irez,Ирэз
Jaidz,Джайдз
Korada,Корада
Lymnieris,Лимнерис
Pulura,Полура
Ragathiel,Рагатиэль
Shei,Шей
Soralyon,Соралион
Tanagaar,Танагаар
Vildeis,Вильдейс
Winlas,Уинлэс
Ylimancha,Илиманча
Zohls,Зольс
Horsemen,Всадники
Apollyon,Аполлион
Charon,Харон
Szuriel,Зуриэль
Trelmarixian,Трелмариксиан
Monitor Demigods,Полубоги Наблюдатели
Barzahk,Барзак
Imot,Имот
Kerkamoth,Керкамот
Monad,Монада
Mother Vulture,Мать-Стервятник
Narakaas,Наракаас
Narriseminek,Наррисеминек
Otolmens,Отолмэнс
Saloc,Салок
Valmallos,Вальмаллос
Ydajisk,Идаджиск
Azathoth,Азатот
Hastur,Хастур
Nhimbaloth,Нимбалот
Nyarlathotep,Ньярлатотеп
Xhamen-Dor,Жамен-Дор
Yog-Sothoth,Йог-Сотот
Old Sun Gods,Старые боги солнца
Chohar,Чохар
Luhar,Лухар
Tlehar,Тлехар
Sarkorian Gods,Боги Саркориса
Alglenweis,Альгленвейс
Stag Mother of the Forest of Stones,Оленья Мать Леса Камней
Sturovenen,Стуровенен
Tian Gods,Тяньские боги
Daikitsu,Дайкицу
Fumeiyoshi,Фумейоши
General Susumu,Генерал Сусуму
Kofusachi,Кофусачи
Lady Jingxi,Госпожа Цзинси
Lady Nanbyo,Госпожа Наньбо
Lao Shu Po,Лао Шу По
Nalinivati,Налинивати
Qi Zhong,Ци Чжун
Sun Wukong,Сунь Укун
Yaezhing,Йечжин
Yamatsumi,Ямацуми
Vudrani Gods,Вудранские боги
Arundhat,Арундхат
Ashukharma,Ашухарма
Chamidu,Чамиду
Dhalavei,Дхалавей
Diomazul,Диомазул
Lahkgya,Лахъя
Likha,Ликха
Matravash,Матраваш
Ragdya,Рагдья
Raumya,Ромия
Ancient Osirian Gods,Боги Древнего Осириона
Anubis,Анубис
Bastet,Бастет
Bes,Бэс
Hathor,Хатхор
Horus,Гор
Isis,Изида
Maat,Маат
Osiris,Осирис
Ra,Ра
Sekhmet,Сехмет
Selket,Селкет
Set,Сет
Sobek,Собек
Thoth,Тот
Wadjet,Уаджит
Faiths and Philosophies,Веры и Философии
Atheism,Атеизм
Esoteric Order of the Palatine Eye,Эзотерический Орден Княжьего Ока
God Calling,Призывание Богов
Green Faith,Зеленая Вера
Laws of Mortality,Законы Смертности
Prophecies of Kalistrade,Пророчества Калистрада
Sangpotshi,Санпотши
Shoanti Animism,Анимизм Шоанти
Whispering Way,Шепчущий путь
Pantheons,Пантеоны
Cosmic Caravan,Космический караван
Demon Bringers,Демононосцы
Dwarven Pantheon,Дварфийский пантеон
Elven Pantheon,Эльфийский пантеон
Pillars of Knowledge,Столпы Знаний
Sky Keepers,Хранители Неба
The Freeing Flame,Освобождающее Пламя
The Godclaw,Божественная десница
The Path of the Heavens,Путь Небес
The Prismatic Ray,Призменный Луч
Touch of the Sun,Касание Солнца
Wards of the Pharaoh,Обереги Фараона
Domains,Домены
Apocryphal Domain Spells,Апокрифические доменные заклинания
Domain Spells,Доменные заклинания
Ancient Apparatus,Древние Аппараты
Fallen Acolyte,Падший Послушник
Glutu,Глуту
Rushing Waters,Бурлящие Воды
Rust Zombie,Ржавый Зомби
Rusted Cage Trap,Ржавая клетка-ловушка
Rusted Door,Ржавая Дверь
Rustsworn Initiate,Ржавый посвященный
Rusty Floor Spikes,Ржавые напольные шипы
Rusty Spike Launcher,Ржавый Шипомёт
Severed Head,Отрубленная голова
Spiky Pit Trap,Шипастая Яма
Trygve,Трюгве
Vanda,Ванда
Cythnigot,Цитнигот
Zaiox,Заокс
Rust Creep,Ползучая Ржавчина
clockwork,Заводной
clockworks,Заводные
Fist,Кулак
Dagger,Кинжал
Light Mace,Легкая булава
Mace,Булава
Morningstar,Моргенштерн
Sickle,Серп
Longspear,Длинное копье
Gauntlet,Латная рукавица
Spiked Gauntlet,Шипованная рукавица
Forked Bipod,Вильчатая сошка
Knuckle Duster,Кастет
Throwing Knife,Метательный нож
Clan Dagger,Клановый кинжал
Katar,Катар
Tri-bladed Katar,Трехлезвийный катар
Juggling Club,Булава для жонглирования
Poi,Пои
Battle Lute,Боевая лютня
Shears,Ножницы
Thundermace,Гремящая булава
Whip,Хлыст
Sap,Мягкая дубинка
Bo Staff,Посох-Бо
Starknife,Нож-звезда
Shield Bash,Удар щитом
Shield Boss,Умбон
Shield Spikes,Шипы для щита
Main-gauche,Мэн-гош
Shortsword,Короткий меч
Longsword,Длинный меч
Rapier,Рапира
Scimitar,Скимитар
Bastard Sword,Меч-бастард
Sword Cane,Меч-трость
Falchion,Фальшион
Greatsword,Двуручный меч
Hatchet,Топорик
Battle Axe,Боевой топор
Greataxe,Двуручный топор
Light Pick,Легкий клевец
Greatpick,Двуручный клевец
Glaive,Глефа
Halberd,Алебарда
Guisarme,Гвизарма
Ranseur,Рунка
Scythe,Коса
Lance,Кавалерийская пика
Trident,Трезубец
War Flail,Двуручный цеп
Light Hammer,Легкий молот
Warhammer,Боевой молот
Maul,Кувалда
Greatclub,Двуручная дубина
Machete,Мачете
Meteor Hammer,Молот-метеор
War Razor,Боевая бритва
Fauchard,Фальшард
Scourge,Плеть
Adze,Теслó
Hand Adze,Ручное теслó
Rungu,Рангу
Gaff,Багор
Bayonet,Штык
Reinforced Stock,Усиленный приклад
Kris,Крис
Panabas,Панабас
Talwar,Тальвар
Elven Curve Blade,Эльфийская сабля
Filcher Fork,Вилка жулика
Gnome Hooked Hammer,Гномий чекан
Dogslicer,Собачий тесак
Horsechopper,Лошадиный тесак
Orc Knuckle Dagger,Орочий кинжал-кастет
Nunchaku,Нунчаки
Sai,Сай
Temple Sword,Храмовый меч
Kama,Кама
Fighting Fan,Боевой веер
Katana,Катана
Kukri,Кукри
Spiked Chain,Шипастая цепь
Bladed Scarf,Шарф с клинками
Khopesh,Хопеш
Mambele,Молния
Naginata,Нагината
Nine-Ring Sword,Меч девяти колец
Polytool,Мультитул
Tekko-kagi,Сюко
Urumi,Уруми
Scorpion Whip,Хлыст скорпиона
Claw Blade,Когтистый клинок
Khakkara,Хаккара
Tengu Gale Blade,Штормовой клинок тэнгу
Wakizashi,Вакидзаси
Boarding Axe,Абордажный топор
Gill Hook,Жаберный крюк
Buugeng,Бууген
Fangwire,Струноклык
Wish Blade,Меч желания
Wish Knife,Нож желания
Fighting Stick,Боевая палка
Shauth Blade,Клинок шаут
Injection Spear,Инъекционное копье
Umbrella Injector,Инъекционный зонт
Pantograph Gauntlet,Пантографическая рукавица
Asp Coil,Свернувшийся аспис
Dueling Spear,Дуэльное копье
Elven Branched Spear,Эльфийское ветвящееся копье
Piranha Kiss,Поцелуй пираньи
Tonfa,Тонфа
Dandpatta,Пата
Thorn Whip,Терновый кнут
Broadspear,Дори
Gada,Гада
Sawtooth Saber,Зазубренная сабля
Dwarven Waraxe,Дварфийская секира
Gnome Flickmace,Гномья цепная булава
Orc Necksplitter,Орочий шееруб
Aldori Dueling Sword,Дуэльный меч Алдори
Fire Poi,Горящий пои
Bladed Diabolo,Диаболо с лезвиями
Bladed Hoop,Обруч с лезвиями
Aklys,Аклис
Ogre Hook,Крюк огра
Tricky Pick,Хитрая кирка
Whip Claw,Хлыст-коготь
Tamchal Chakram,Тамчал чакрам
Rhoka Sword,Меч рока
Shauth Lash,Плеть шаут
Butchering Axe,Потрошащий топор
Sickle-Saber,Серповидная сабля
Spiral Rapier,Спиральная рапира
Switchscythe,Изменяемая коса
Donchak,Дончак
Kalis,Калис
Visap,Висап
Zulfikar,Зульфикар
Clockwork Macuahuitl,Заводной макуауитль
Hand Crossbow,Ручной арбалет
Crossbow,Арбалет
Heavy Crossbow,Тяжелый арбалет
Blowgun,Духовая трубка
Javelin,Метательное копье
Fire Lance,Огненное копье
Air Repeater,Воздушная винтовка
Long Air Repeater,Длинная воздушная винтовка
Coat Pistol,Карманный пистолет
Flintlock Pistol,Кремневый пистолет
Hand Cannon,Ручница
Flintlock Musket,Кремневый мушкет
Alchemical Crossbow,Алхимический арбалет
Alchemical Bomb,Алхимическая бомба
Shortbow,Короткий лук
Longbow,Длинный лук
Composite Shortbow,Композитный короткий лук
Composite Longbow,Композитный длинный лук
Chakram,Чакрам
Halfling Sling Staff,Посох-праща полуросликов
Shuriken,Сюрикен
Bola,Бола
Thunder Sling,Громовая праща
Backpack Ballista,Рюкзак-баллиста
Dart Umbrella,Зонт с дротиками
Repeating Heavy Crossbow,Многозарядный тяжелый арбалет
Pepperbox,Перечница
Double-barreled Pistol,Двуствольный пистолет
Dragon Mouth Pistol,Пистолет драконьей пасти
Slide Pistol,Скользящий пистолет
Dueling Pistol,Дуэльный пистолет
Clan Pistol,Клановый пистолет
Double-barreled Musket,Двуствольный мушкет
Harmona Gun,Ружье-гармона
Arquebus,Аркебуза
Blunderbuss,Мушкетон
Jezail,Джезайл
Mithral Tree,Мифрильное древо
Spoon Gun,Ложкострел
Big Boom Gun,Большая бабахалка
Daikyu,Дайкю
Taw Launcher,Метатель тау
Backpack Catapult,Рюкзак-катапульта
Repeating Hand Crossbow,Многозарядный ручной арбалет
Repeating Crossbow,Многозарядный арбалет
Dwarven Scattergun,Дварфийское ружье
Flingflenser,Швыродёр
Hongali Hornbow,Хонгальский роговой лук
Chakri,Чакри
Axe Musket,Мушкет-топор
Black Powder Knuckle Dusters,Пороховые кастеты
Cane Pistol,Пистолет-трость
Dagger Pistol,Пистолет-кинжал
Gun Sword,Ружье-меч
Hammer Gun,Ружье-молот
Mace Multipistol,Булава-мультипистолет
Piercing Wind,Пронзающий ветер
Rapier Pistol,Пистолет-рапира
Gnome Amalgam Musket,Гномий амальгамный мушкет
Three Peaked Tree,Трехпиковое древо
Triggerbrand,Пистолет-меч
Explosive Dogslicer,Взрывной собачий тесак
Alchemical Gear,Алхимическое снаряжение
Alchemical Bombs,Алхимические бомбы
Lesser Acid Flask,Малая кислотная склянка
Lesser Alchemist Fire,Малый алхимический огонь
Lesser Bottled Lightning,Малая молния в бутылке
Lesser Frost Vial,Малая морозная склянка
Lesser Tanglefoot Bag,Малая бомба-липучка
Lesser Thunderstone,Малый камень грома
Elixirs,Эликсиры
Lesser Antidote,Малое противоядие
Lesser Antiplague,Малое лекарство
Minor Elixir of Life,Слабый эликсир жизни
Alchemical Tools,Алхимические инструменты
Lesser Smokestick,Дымовая шашка
Sunrod,Солнечный жезл
Tindertwig,Спичка
Magical Gear,Магическое снаряжение
Consumable Magic Items,Расходуемые магические предметы
Holy Water,Святая вода
Unholy Water,Нечестивая вода
Minor Healing Potion,Слабое зелье исцеления
Scrolls,Свитки
Talismans,Талисманы
Potency Crystal,Кристалл мощи
Formulas,Формулы
Items with Multiple Types,Предметы нескольких видов
Services,Услуги
Hirelings,Наемные рабочие
Transportation,Транспорт
Spellcasting,Сотворение заклинаний
Other Services,Прочие услуги
Animals,Животные
Barding,Бардинг
Ancestry and Background,Родословная и предыстория
Initial Skills,Начальные умения
Fighter Ability,Способность воина
Bravery,Храбрость
General Ability,Общая способность
Skill Increase,Увеличение навыка
Fighter Weapon Mastery,Воинское мастерство оружия
Attribute Increases,Повышения характеристик
Ancestry Ability,Способность родословной
Battlefield Surveyor,Оценка противника
Weapon Specialization,Специализация в оружии
Combat Flexibility,Боевая адаптация
Juggernaut,Джаггернаут
Armor Expertise,Эксперт доспехов
Fighter Expertise,Воинский опыт
Weapon Legend,Легендарное владение оружием
Evasion,Уклонение
Greater Weapon Specialization,Выдающаяся специализация в оружии
Improved Flexibility,Улучшенная адаптация
Armor Mastery,Мастерство доспехов
Versatile Legend,Разносторонняя легенда
Double Slice,Двойной разрез
Exacting Strike,Точный удар
Point-Blank Shot,Выстрел в упор
Power Attack,Мощная атака
Reactive Shield,Защитная реакция
Snagging Strike,Удар с захватом
Sudden Charge,Внезапное нападение
Combat Assessment,Оценка боем
Everstand Stance,Эверстэндская стойка
Aggressive Block,Агрессивное блокирование
Assisting Shot,Вспомогательный выстрел
Brutish Shove,Грубый толчок
Combat Grab,Боевой захват
Dueling Parry,Дуэльное парирование
Intimidating Strike,Запугивающий удар
Lunge,Выпад
Dragging Strike,Протаскивающий удар
Rebounding Toss,Бросок с отскоком
Double Shot,Двойной выстрел
Dual-Handed Assault,Двуручное нападение
Knockdown,Нокдаун
Powerful Shove,Мощный толчок
Quick Reversal,Быстрый разворот
Shielded Stride,Защитное перемещение
Swipe,Взмах
Twin Parry,Парное парирование
Barrel Charge,Нестись в атаку
Parting Shot,Выстрел с отскоком
Everstand Strike,Эверстэндский удар
Advanced Weapon Training,Тренировка с продвинутым оружием
Advantageous Assault,Выгодное нападение
Disarming Stance,Разоружающая стойка
Furious Focus,Яростное сосредоточение
Guardian Deflection,Отражение защитника
Reflexive Shield,Отражающий щит
Revealing Stab,Раскрывающий удар
Shatter Defenses,Поколебать защиту
Shield Warden,Щит стража
Triple Shot,Тройной выстрел
Dazing Blow,Ошеломляющий удар
Ricochet Stance,Рикошетящая стойка
Blind-Fight,Бой Вслепую
Dueling Riposte,Дуэльная Контратака
Felling Strike,Сбивающая Атака
Incredible Aim,Невероятная Меткость
Mobile Shot Stance,Подвижная Стрелковая Стойка
Positioning Assault,Сдвигающее Нападение
Quick Shield Block,Быстрый Блок Щитом
Sudden Leap,Внезапный Прыжок
Disorienting Opening,Дезориентирующая Возможность
Resounding Bravery,Потрясающая Храбрость
Impassable Wall Stance,Стойка Непроходимой Стены
Agile Grace,Грация Скорости
Certain Strike,Уверенный Удар
Combat Reflexes,Боевые Рефлексы
Debilitating Shot,Ослабляющий Выстрел
Disarming Twist,Разоружающее Движение
Disruptive Stance,Прерывающая Стойка
Fearsome Brute,Страшный Громила
Improved Knockdown,Улучшенный Нокдаун
Mirror Shield,Зеркальный Щит
Twin Riposte,Двойная Контратака
Cut from the Air,Разрубить В Полете
Overpowering Charge,Непреодолимая Атака
Brutal Finish,Брутальное Окончание
Dueling Dance,Дуэльный Танец
Flinging Shove,Швыряющее Отталкивание
Improved Dueling Riposte,Улучшенная Дуэльная Контратака
Incredible Ricochet,Невероятный Рикошет
Lunging Stance,Удлиняющая Стойка
Paragon Guard,Образцовый Страж
Spring Attack,Атака С Отскока
Desperate Finisher,Отчаянный Сокрушающий Удар
Determination,Целеустремленность
Guiding Finish,Направляющий Финальный Удар
Guiding Riposte,Направляющая Контратака
Improved Twin Riposte,Улучшенная Двойная Контратака
Stance Savant,Специалист По Стойкам
Two-Weapon Flurry,Шквал Атак Двумя Оружиями
Whirlwind Strike,Ураганный Удар
Graceful Poise,Грациозная Готовность
Improved Reflexive Shield,Улучшенное Отражение Щитом
Multishot Stance,Стойка Множественных Выстрелов
Twinned Defense,Парная Защита
Overwhelming Blow,Сокрушительный Удар
Impossible Volley,Невероятный Залп
Savage Critical,Жестокое Критическое Попадание
Smash from the Air,Разрушить В Полете
Boundless Reprisals,Безграничные Ответные Действия
Weapon Supremacy,Оружейное Превосходство
Ultimate Flexibility,Абсолютная Гибкость
Cove,Бухта
Coast,Побережье
Queen Sorshen,Королева Соршен
Sorshen,Соршен
Runelord,Рунный Лорд
Varisia,Варисия
Age of Lost Omens,Эпоха Утраченных Пророчеств
Age,Эпоха
Chakikoth Isle,Остров Чакикот
Chakikoth,Чакикот
Riddleport,Порт Загадок
Kindred Coast,Побережье Родства
Old Xin-Edasseril,Старый Ксин Эдассерил
New Xin-Edasseril,Новый Ксин Эдассерил
Lands of the Linnorm Kings,Земли Королей Линнормов
Ironbound Archipelago,Железный Архипелаг
Osprey Cove,Бухта Оспри
siblings,сиблинги
sibling,сиблинг
AR,AR
Vloric Spires,Влорианские Шпили
Material Plane,Материальный План
Horn of Rust,Рог Ржавчины
Edasseril,Эдассерил
skymetals,Небесные Металлы
skymetal,Небесный Металл
Trivial,Тривиально
Low,Низко
Moderate 1,Умеренно 1
Severe,Серьезно
Extreme,Экстремально
Moderate 2,Умеренно 2
Moderate 3,Умеренно 3
settlement,Поселение
Government,Правительство
Avalanches,Лавины
Blizzards,Метели
Collapses,Обрушения
Currents and Streams,Течения и потоки
Earthquakes,Землетрясения
Floods,Наводнения
Fog,Туман
Ice,Лед
Lava Bombs,Лавовые бомбы
Lava Flows,Лавовые потоки
Pyroclastic Flows,Пирокластические потоки
Ledges,Уступы
Precipitation,Атмосферные осадки
Sandstorms,Песчаные бури
Snow,Снег
Stalagmites and Stalactites,Сталагмиты и сталактиты
Temperature,Температура
Tornadoes,Торнадо
Tsunamis,Цунами
Underwater Visibility,Видимость под водой
Volcanic Eruptions,Извержения вулкана
Wildfires,Лесные пожары
Wind,Ветер
Desert,Пустыня
Sand,Песок
Forest,Лес
Canopies,Лесной полог
Trees,Деревья
Mountain,Гора
Chasms,Ущелья
Cliffs,Утесы
Rubble,Щебень
Slopes,Откосы
Plains,Равнины
Hedges,Живые изгороди
Swamp,Болото
Bogs,Трясины
Undergrowth,Подлесок
Urban,Город
Crowds,Толпы
Doors,Двери
Floors,Пол
Gates,Ворота
Portcullises,Решетки
Rooftops,Крыши домов
Sewers,Канализация
Stairs,Лестницы
Streets,Улицы
Walls,Стены
Instinct,Инстинкт
Deny Advantage,Лишить преимущества
Brutality,Брутальность
Raging Resistance,Яростное сопротивление
Lightning Reflexes,Молниеносные рефлексы
Mighty Rage,Могучая ярость
Ape,Обезьяна
Bear,Медведь
Bull,Бык
Cat,Кошка
Deer,Олень
Frog,Лягушка
Shark,Акула
Snake,Змея
Wolf,Волк
Dragon Instinct,Драконий Инстинкт
Fury Instinct,Инстинкт Гнева
Giant Instinct,Инстинкт Гиганта
Titan Mauler,Титанический крушитель
Draconic Rage,Драконья ярость
Bestial Rage,Животная ярость
Quick Rage,Быстрая ярость
Heightened Senses,Усиленные чувства
Armor of Fury,Доспех ярости
Devastator,Разрушитель
Spirit Instinct,Духовный Инстинкт
Spirit Rage,Духовная ярость
Superstition Instinct,Суеверный Инстинкт
Superstitious Resilience,Суеверная устойчивость
Acute Vision,Острое Зрение
Moment of Clarity,Момент Ясности
Raging Intimidation,Яростное Запугивание
Raging Thrower,Яростный Метатель
Adrenaline Rush,Выброс Адреналина
Draconic Arrogance,Драконье Высокомерие
Acute Scent,Острый Нюх
Furious Finish,Яростный Последний Удар
No Escape,Не Сбежать
Second Wind,Второе Дыхание
Shake It Off,Прийти В Себя
Bashing Charge,Пробить С Разбега
Oversized Throw,Бросок Большого Объекта
Spiritual Guides,Наставления Духов
Supernatural Senses,Сверхъестественные Чувства
Fast Movement,Быстрое Передвижение
Raging Athlete,Яростный Атлет
Wounded Rage,Ярость От Ранения
Barreling Charge,Нестись В Атаку
Animal Skin,Шкура Животного
Brutal Bully,Жестокий Задира
